Timestamp,PM2.5,PM10,NO,NO2,NOx,NH3,SO2,CO,Ozone,Benzene,Eth-Benzene,MP-Xylene,AT,RH,WS,WD,SR,AQI
06-03-2024,40.03,116.2,1.94,15.95,9.89,33.75,39.18,1.58,77.3,4.47,2.91,12.13,27.55,48.19,1.26,150.25,228.07,100
07-03-2024,45.16,114.11,1.9,15.91,9.7,28.77,43.19,1.26,72.37,7.07,3.15,11.29,27.4,48.3,1.26,141.74,252.16,97
08-03-2024,52.11,126.69,1.97,17.17,10.42,32.65,38.4,1.12,65.91,5.56,3.85,15.07,27.49,44.62,1.31,123.47,242.22,117
09-03-2024,51.07,125.64,2.76,18.74,11.65,23.93,42.41,1.14,60.58,4.14,2.82,10.45,27.73,44.61,1.29,137.69,264.46,108
10-03-2024,64.93,129.07,1.71,16.97,10.24,21.55,23.18,1.15,62.67,4.43,2.95,10.39,29.15,45.91,1.24,159.39,243.23,134
11-03-2024,67.86,141.82,2.08,20.15,12.2,16.13,27.54,1.43,46.6,5.92,4.52,16.57,30.55,47.71,1.05,194.97,244.98,143
12-03-2024,50.33,131.23,2.86,18.21,11.8,15.3,24.36,1.19,44.63,5.1,3.38,13.11,30.76,41.4,1.07,217.47,242.45,108
13-03-2024,38.46,98.46,1.83,16.6,10.14,13.64,23.74,0.91,35.65,3.83,2.66,11.56,30.76,38.91,1.04,237.38,255.14,95
14-03-2024,47.19,118.71,4.31,17.65,12.67,20.8,29.55,1.13,47.14,4.24,3.48,12.66,29.46,33.83,1.15,217.7,254.77,95
15-03-2024,55.17,142.57,5.81,21.62,15.96,22.56,30,1.72,46.89,7.31,6.61,21.47,29.51,37.67,1.15,200.82,256.71,112
16-03-2024,71.63,177.81,2.2,18.91,11.63,19.15,34.77,1.33,45.14,5.19,3.01,13.83,27.62,53.51,1.43,129.13,177.66,137
17-03-2024,54,117.76,1.39,12.41,7.59,20.57,14.86,0.85,47.69,2.31,1.09,5.84,26.81,65.87,1.53,116.55,217.12,116
18-03-2024,42.51,87.99,2,14.65,9.26,22.87,9.21,1.07,32.2,3.4,1.9,10.02,26.87,70.79,1.33,149.05,232.19,88
19-03-2024,41.69,91.39,3.51,15.28,10.5,22.8,9.79,0.89,37.45,2.72,1.33,7.65,24.07,74.29,1.51,121.2,159.4,85
20-03-2024,34.42,82.82,3.27,14.9,10.33,14.68,15.45,1.17,36.68,4,2.46,12.33,24.57,64.22,1.31,145.77,264.82,74
21-03-2024,44.05,130.52,5.33,21.38,15.45,23.48,30.9,1.83,34.75,7.55,5.16,19.71,27.02,51.36,1.18,172.31,266.82,94
22-03-2024,62.99,160.24,6.56,25.96,18.82,35.9,67.89,2.17,49.9,9.87,7.51,26.59,29.41,46.51,1.08,187.87,253.12,123
23-03-2024,74.12,173.91,6.97,24.85,18.57,29.1,61.99,2.3,56.06,9.49,8.08,24.42,30.11,45.29,1.07,180.99,231.12,146
24-03-2024,79.93,164.62,2.15,23.24,13.71,39.81,64.67,1.75,53.28,7.97,5.57,17.84,31.34,42.57,1.06,202.4,226.25,165
25-03-2024,68.32,110.08,0.57,9.19,5.12,19.59,49.49,1.01,56.26,3.41,0.8,3.04,31.56,49.21,1.1,204.19,206.73,156
26-03-2024,37.85,70.95,1.43,6.37,4.48,19,32.69,0.76,40.69,1.82,0.67,1.85,27.85,54.97,1.01,195.1,0,92
27-03-2024,41.92,111.25,2.35,11.17,7.72,14.34,14.88,0.93,55.93,4.22,1.68,9.27,33.96,46.38,1.24,185.25,342.34,150
28-03-2024,58.01,134.87,2.95,19,12.29,22.53,28.37,1.57,50.37,6.85,4.21,18.65,35.71,41.15,1.08,218.18,329.5,118
29-03-2024,57.25,130.15,2.47,15.14,9.9,36.48,24.32,1.27,53.99,4.97,3.06,12.38,33.91,44.07,1.09,209.34,201.7,122
30-03-2024,38.29,112.28,3.1,15.41,10.54,45.99,26.15,1.23,52.32,4.1,2.75,11.61,31.94,52.33,1.4,142.24,204.82,118
31-03-2024,32.08,82.93,1.64,11.13,7.13,29.6,10.96,0.9,49.05,2.48,1.32,6.3,31.06,57.57,1.11,201.43,223.53,121
01-04-2024,58.55,102.87,2.23,16.2,10.25,29.22,31.63,1.04,25.08,4.77,3.64,12.32,30.59,49.66,0.98,250.89,206.33,114
02-04-2024,36.28,108.07,2.57,16.5,10.68,37.73,17.58,1.09,45.91,4.47,3.54,12.55,32.51,33.98,1.03,231.57,227.3,103
03-04-2024,58.38,166.84,8.29,24.22,19.3,43.19,55.29,1.85,52.78,11.06,9.55,30.33,32.93,37.12,1.05,202.19,184.68,132
04-04-2024,58.06,137.72,2.89,17.77,11.61,27.62,49.67,1.54,46.63,6.78,5.14,18.94,33.09,37.76,1.05,240.69,185.38,154
05-04-2024,39.02,99.74,3.03,15.75,10.66,21.81,31.36,1.16,40.67,4.57,3.22,12.78,33.26,36.33,1.07,243.56,229.12,101
06-04-2024,36.63,96.55,2.52,11.1,7.82,42.08,21.19,1.31,40.65,5.93,3.56,13.5,32.96,35.28,1.12,252.87,199.02,89
07-04-2024,48.03,114.79,2.98,17.13,11.34,16.9,28.31,1.22,27.7,5.16,2.3,11.13,28.17,48.87,1.34,145.85,32.6,98
08-04-2024,54.42,100.68,2.42,13.63,9.05,18.5,12.84,1.12,50.96,4.2,2.29,11.51,27.03,60.12,1.75,111.88,111.94,106
09-04-2024,47.47,77.76,1.42,11.11,6.94,12.05,5.32,0.92,44.72,2.88,1.71,8.21,25.73,67.32,1.56,150.65,150.34,95
10-04-2024,43.45,77.84,2.22,12.75,8.44,18.19,8.75,1.05,46.85,3.83,2.32,10.84,25.6,70.4,1.64,123.08,194.38,110
11-04-2024,26.42,53.48,3.79,12.12,9.37,17.53,20.69,1.26,25.73,4.92,3.82,14.77,20.81,84.15,1.41,149.65,26.62,64
12-04-2024,28.16,73.89,4.24,15.05,11.26,13.82,31,1.53,19.06,5.98,21.18,26.64,23.57,72.92,1.28,154.06,112.46,77
13-04-2024,32.69,76.07,3.12,12.89,9.07,35.31,19.12,1.31,22.58,4.87,5.81,16.56,23.8,79.5,1.3,179.06,105.44,78
14-04-2024,44.79,103.98,2.57,14.5,9.62,22.27,24.47,1.26,27.47,5.77,4.25,15.56,28.21,67.19,1.14,164.43,218.4,86
15-04-2024,46.9,97.27,2.11,13.4,8.69,14.69,18.66,1.07,35.57,4.68,3.11,13.99,30.49,60.24,1.08,205.46,200.76,111
16-04-2024,37.81,81.52,2.15,15.32,9.73,21.79,17.72,1.2,38.29,5.7,3.83,15.43,30.64,58.17,1.18,204.44,217.93,74
17-04-2024,41.91,114.84,6.74,19.06,15.37,17.48,29.58,1.71,40.32,7.99,6.27,21.08,32.62,49.15,1.12,214.56,245.21,96
18-04-2024,41.76,104.32,1.38,16.94,9.95,19.3,44.63,1.24,61.56,5.37,3.79,15.63,33.52,40.4,1.15,188.79,239.57,141
19-04-2024,52.39,117.64,2.58,17.5,11.21,24.21,49.14,1.58,51.27,7.46,5.17,19.68,34.53,41.13,1.01,225.97,232.23,119
20-04-2024,40.46,99.69,2.2,16.5,10.39,20.68,42,1.23,56.88,5.25,3.92,14.77,34.17,39.48,1.14,225.99,216,90
21-04-2024,35.98,83.59,3.44,13.7,9.92,22.15,31.91,1.18,46.35,4.5,3.4,12.84,33.84,41.55,1.2,210.59,215.66,80
22-04-2024,35.72,75.72,2.94,12.57,8.93,12.75,15.67,1.11,33.74,4,2.89,13.03,26.64,63.97,1.53,154.07,68.7,80
23-04-2024,32.97,64.22,1.78,10.94,7.14,18.99,10.02,0.91,44.1,3.11,2.05,9.61,28.64,62.07,1.32,177.03,219.63,73
24-04-2024,32.13,67.45,1.84,11.71,7.59,28.8,9.51,0.97,52.41,3.38,2.28,10.16,30.06,54.42,1.19,217.33,233.17,79
25-04-2024,24.63,57.46,1.64,11.7,7.43,35.62,18.33,0.91,53.95,3.51,3.48,14.34,31.95,44.42,1.19,224.39,191.67,66
26-04-2024,34.01,89,2.99,15.78,10.64,24.78,30.87,1.47,41.79,5.99,5.22,18.6,30.04,54.41,1.25,202.1,68.8,62
27-04-2024,39.15,84.43,3.58,15.67,11.05,38.8,27.98,1.69,49.56,6.37,5.32,18.8,31.47,51.2,1.26,159.32,218.86,111
28-04-2024,46.98,92.3,2.84,12.98,9.06,18.25,41.36,1.09,44.95,4.26,2.08,10.31,30.67,55.04,1.38,172.26,178.67,104
29-04-2024,53.48,122.19,3.65,16.96,11.79,25.33,42.06,1.28,42.68,7.56,5.8,21.7,32.54,52.27,1.05,199.24,143.55,99
30-04-2024,44.86,87.68,3.77,17.27,12.05,22.21,33.52,1.3,47.45,5.59,3.81,15.08,32.96,48.6,1.1,239.98,221.23,114
01-05-2024,29.02,86.08,4.2,30.41,19.26,19.44,22.98,1.12,47.08,4.21,2.81,12.31,33.26,35.14,1.08,245.03,232.33,92
02-05-2024,36.36,122.61,13.12,44.86,33.96,36.98,39.31,1.66,55.33,8.04,5.95,20.96,32.05,32.02,1.12,221.48,260.38,99
03-05-2024,48.29,149.58,7.47,47.06,30.58,25.04,42.82,1.5,72.65,5.9,3.67,15.08,32.32,30.35,1.22,188.6,246.74,150
04-05-2024,69.48,178.36,15.09,61.26,44.1,21.86,51.15,1.83,67.95,9.35,7.08,23.21,33.03,33.28,1.12,207.41,225.22,206
05-05-2024,56.49,129.17,7.68,49.78,32.17,21.43,35.7,1.38,43.83,6.03,4.42,16.35,34.6,34.98,1.11,238.19,242.87,153
06-05-2024,32.34,80.41,5.29,33.23,21.61,21.41,13.5,1.11,33.46,4.48,2.88,13.08,35.57,36.86,1.15,245.05,242.28,71
07-05-2024,38,127.4,5.57,26.65,18.39,21.98,15.5,0.73,32.64,3.84,1.64,8.42,31.09,54.88,1.37,196.7,197.26,75
08-05-2024,33.48,99.49,3.04,18.74,12.2,30.04,12.9,0.77,38.85,4,2.51,10.54,30.21,58.25,1.3,165.44,201.81,81
09-05-2024,29.74,66.16,1.59,16.97,10.14,20.98,13.4,0.76,33.93,3.47,2.44,10.06,26.16,70.61,1.34,179.48,71.52,78
10-05-2024,33.92,83.67,3.29,19.34,12.75,22.27,13.58,0.79,34.18,3.72,4.57,16.12,29.34,64.69,1.26,180.14,232.47,63
11-05-2024,38.16,107.04,11.7,23.84,21.84,23.53,25.51,1.49,47.44,7.02,6.72,20.63,31.54,54.46,1.02,211.93,197.55,84
12-05-2024,43.59,124.59,3.13,18.62,12.24,28.22,47.97,0.79,43.76,4.4,2.58,9.99,30.97,56.26,1.15,204.69,155.98,116
13-05-2024,22.71,61.86,2.27,15.22,9.77,22.44,11.57,0.82,68.12,3.39,2.44,10.12,29.02,62.51,1.1,206.13,173.7,96
14-05-2024,42.03,98.52,2.55,16.38,10.6,23.65,28.52,0.92,63.7,4.26,3.19,13.1,31.24,52.92,1.29,192.8,230.19,102
15-05-2024,41.54,87.59,3.09,17.96,11.86,23.17,24.95,1.24,67.2,6.14,4.67,17.1,30.62,52.42,1.13,192.01,115.61,87
16-05-2024,54.69,108.2,3.54,15.92,11.16,20.95,29.17,1.03,69.34,4.15,2.43,10.66,30.33,57.61,1.27,157.72,200.03,143
17-05-2024,47.48,89.24,3.38,14.76,10.42,25.86,24.9,0.95,31.17,4.17,3.37,13.22,28.72,68.47,1.17,185.08,95.32,96
18-05-2024,20.33,54.77,4.61,10.75,9.31,26.29,10.39,0.57,26.96,1.69,1.17,6.1,30.24,61.05,1.13,197.16,222.25,50
19-05-2024,27.64,111.93,4.46,13.37,10.56,27.19,20.22,0.65,37.18,2.15,1.4,6.1,31.87,56.18,1.13,201.46,219.94,67
20-05-2024,42.16,107.48,2.96,14,9.69,27.52,28.25,0.92,39.84,4.45,2.6,11.22,33.39,55.35,1.11,190.62,214.7,74
21-05-2024,40.35,95.21,4.36,17.99,12.89,26.83,28.74,1.06,49.29,4.75,3.58,14.35,33.52,54.57,1.14,186.86,130.14,88
22-05-2024,35.6,88.37,2.6,10.81,7.74,27.2,19.48,0.73,67.85,2.55,1.5,7.9,32.78,54,1.27,188.87,207.62,99
23-05-2024,41.19,86.29,3.1,15.8,10.75,26.24,16.21,1.06,68.82,3.95,3.03,11.24,32.89,54.92,1.15,200.9,209.25,93
24-05-2024,44.43,112.7,5.4,20.33,14.95,27.22,30.88,1.73,59.31,7.8,6.9,24.3,35.5,47.99,1.08,191.54,200.97,102
25-05-2024,53.3,113.45,3.04,16.89,11.26,22.47,31.11,1.23,71.55,4.46,2.98,12.49,34.53,52.22,1.41,134.52,201.78,139
26-05-2024,62.47,139.55,3.1,19.56,12.71,22.28,38.64,1.25,45.97,5.24,3.17,12.65,35.27,50.25,1.03,222.29,108.35,143
27-05-2024,35.38,98.7,2,10.35,7.02,25.54,19,0.79,61.39,2.93,1.62,8.31,37.09,41.86,1.18,258.33,194.28,99
28-05-2024,32.59,104.4,2.47,12.56,9.28,22.82,14.08,0.76,49.47,3.77,2.62,12.19,37.13,43.52,1.12,228.99,221.2,97
29-05-2024,31.01,108.07,2,15.56,9.73,24.67,10.19,0.52,36.51,3.77,2.45,12.23,37.12,39.66,1.04,237.41,220.08,108
30-05-2024,30.74,105.75,2.56,15.73,10.27,23.85,10.2,0.53,44.12,3.73,2.65,10.93,36.96,40.53,1.08,245.14,215.31,101
31-05-2024,35.98,112.74,1.48,14.77,8.91,24.08,13.27,0.48,51.27,4.03,2.29,10.59,37.4,37.71,1.14,251.89,221.42,107
01-06-2024,34.14,111.62,3.98,24.81,16.71,24.19,20.15,0.84,50.02,4.09,4.13,14.29,37.3,37.86,1.12,238.5,183.48,96
02-06-2024,35.18,102.98,5.63,26.27,18.24,21.03,22.11,0.76,66.8,3.52,3.1,11.8,35.25,42.39,1.11,219.67,91.55,117
03-06-2024,33.26,90.71,3.3,22.07,14.18,18.85,13.05,0.51,68.55,2.28,1.5,7.43,33.36,53.2,1.14,221.72,192.01,80
04-06-2024,29.05,72.12,4.64,22.89,15.68,21.73,4.78,0.45,43.92,1.9,1.2,5.92,32.05,56.59,1.09,236.58,121.01,66
05-06-2024,33,81.35,4.73,29.52,19.22,22.71,28.11,0.73,49.57,3.51,2.49,10.48,33.63,50.28,1.11,224.81,161.18,82
06-06-2024,40.81,85.16,3.41,19.7,13.03,24.9,22.94,0.5,45.53,1.6,0.96,5.13,33.18,52.83,1.21,215.08,177.53,76
07-06-2024,36.97,82.63,2.56,18.26,11.59,24.96,15.4,0.76,45.43,3.29,1.54,7.52,33.27,55.74,1.15,203.76,204.19,66
08-06-2024,34.17,87.57,2.49,18.91,11.87,22.5,10.62,0.74,33.03,1.72,1.12,5.78,33.49,52.06,1.29,195.51,203.6,89
09-06-2024,43.22,81.68,0.9,16.7,9.45,22.61,13.71,0.76,84.26,1.4,0.84,4.01,32.89,56.04,1.14,213.73,187.7,107
10-06-2024,39.95,77.03,2.47,21.05,12.98,22.18,13.72,0.88,57.5,2.07,1.4,7.28,33.42,53.7,1.19,220.08,201.47,88
11-06-2024,40.28,84.38,1.85,15.79,9.73,24.07,12.91,0.82,83.41,1.61,1.03,5.56,33.08,52.83,1.3,219.91,205.15,96
12-06-2024,31.35,59.4,2.62,13.65,9.23,24.15,7.37,0.83,55.93,1.89,1.42,7.26,30.77,63.66,1.09,234.97,111.86,74
13-06-2024,28.84,62.04,3.17,15.69,10.74,15.32,7.39,0.9,53.55,2.22,1.58,7.94,32.54,56.44,1.11,228.17,107.88,62
14-06-2024,26.55,62.85,3.07,11.48,8.46,14.67,4.71,0.72,47.67,1.42,1.06,5.56,32.04,58.06,1.14,231.71,129.14,64
15-06-2024,19.95,43.98,3.16,12.7,9.17,12.81,6.53,0.73,46.04,1.3,1.21,5.33,32.64,56.92,1.09,232.78,188.52,50
16-06-2024,20.14,49.07,3.15,13.89,9.78,7.56,13.64,0.91,41.76,1.88,1.66,6.77,32.05,58.73,1.08,235.3,122.51,55
17-06-2024,19.85,48.87,3.63,11.48,8.91,8.59,14.3,0.74,41.31,1.08,1.29,4.72,29.76,69.78,1.17,214.71,172.06,52
18-06-2024,19.99,44.97,4.03,12.36,9.69,10.22,11.78,0.83,39.02,1.64,1.22,6.43,29.14,73.51,1.17,219.71,184.09,48
19-06-2024,17.42,47.21,4.12,12.59,9.88,10.77,10.5,0.87,29.45,1.92,1.35,7.34,28.81,73.74,1.14,216.69,136.5,44
20-06-2024,14.44,41.69,4.19,11.12,9.17,12.57,7.53,0.79,25.37,1.48,1.1,6.24,30.01,68.63,1.22,203.04,161.72,45
21-06-2024,11.24,32.36,3.38,10.04,7.96,7.95,5.22,0.82,22.38,1.36,1.07,5.82,27.16,81.47,1.09,230.71,138.52,38
22-06-2024,16.85,35.66,4.18,14.54,10.95,10.46,7.73,1,14.25,1.73,2.12,8.2,26.21,85.63,0.98,236.09,55.84,42
23-06-2024,27.44,52.15,3.89,14.29,10.58,10.28,7.08,0.95,18.21,1.51,1.49,6.24,27.24,83.19,0.96,230.44,77.13,52
24-06-2024,20.55,41.91,3.33,10.23,8.02,8.78,8.67,0.8,29.88,1.23,1.12,6.25,28.64,75.15,1.05,214.91,129.15,55
25-06-2024,19.26,44.32,3.93,13.88,10.4,10.48,14.27,1.07,30.61,2.24,1.7,7.89,31.49,66.51,1.09,215.39,225.93,50
26-06-2024,14.03,36.95,3.11,12.02,8.77,9.12,11.28,0.94,28.71,1.72,1.49,7.32,32.27,62.08,1.07,211.99,195.79,43
27-06-2024,12.54,37.62,3.75,11.66,9.09,7.93,8.32,0.93,19.36,1.65,6.76,17.67,28.91,77.47,1.09,208.29,121.79,37
28-06-2024,8.85,22.6,3.12,9.23,7.32,10.44,4.52,0.84,12.84,1.24,1.36,6.71,26.66,86.13,0.98,228.64,42.04,38
29-06-2024,11.71,31.36,4.92,9.45,8.88,9.56,12.51,1.08,12.72,2.22,1.61,8.39,26.75,83.67,1.02,222.5,81.22,31
30-06-2024,14.98,36.7,4.8,10.75,9.47,10.42,15.51,1.23,13.79,2.67,2.36,10.37,26.4,87.17,1.1,191.99,74.84,48
01-07-2024,10.98,31.65,2.5,11.19,7.85,8.74,8.4,0.81,14.03,1.79,1.13,6.3,25.93,87.53,1.04,223.2,61.15,46
02-07-2024,13.83,33.46,2.9,10.58,7.85,5.42,5.52,0.41,13.72,1.34,1.14,5.75,26,82.38,1,225.93,51.2,55
03-07-2024,16.27,36.78,2.01,11.44,7.59,6.41,5.63,0.52,18.99,1.83,1.2,6.75,28.05,76.93,1.02,229.09,159.1,44
04-07-2024,17.59,42.76,3.47,12.05,9.08,7.34,12.21,0.74,12.67,2.48,2.19,9.62,25.98,88.32,0.98,225.55,44.42,58
05-07-2024,14.24,30.74,1.7,9.83,6.5,9.43,9.59,0.55,13.36,1.59,1.29,6.83,26.33,87.04,1.01,231.9,142.81,49
06-07-2024,14.87,31.37,2.78,9.72,7.31,9.96,6.77,0.53,14.08,1.48,0.97,5.27,26.44,86.83,1.01,229.33,106.39,41
07-07-2024,18.59,54.24,4.16,11.66,9.43,6.1,8.61,0.72,10.16,1.95,1.52,6.92,25.13,93.31,0.95,228.66,29.14,42
08-07-2024,19.03,46.69,3.46,16.04,11.16,7.68,12.65,0.89,20.95,2.83,1.97,9.67,26.86,86.33,0.98,215.83,115.7,44
09-07-2024,18.41,40.39,3.35,13.15,9.56,7.5,7.63,0.65,18.01,1.53,0.92,5.39,27.49,82.48,1.12,189.02,116.25,49
10-07-2024,15.58,33.37,3.63,10.73,9.25,15.09,8.74,0.67,17.02,2.61,1.18,6.22,26.83,85.23,0.99,221.8,55.37,62
11-07-2024,14.88,39.3,5.04,13.2,17.53,20.36,9.93,0.98,11.09,2.93,4.15,13.38,27.11,85.89,0.94,225.82,54.83,43
12-07-2024,15.72,43.41,4.28,11.68,15.8,13.77,10.85,0.69,14.02,3.9,5.6,24.83,27.83,81.66,0.96,221.98,81.33,56
13-07-2024,17.34,33.44,5.6,12.07,14.49,319.18,9.61,0.82,13.94,3.28,4.73,20.17,27.01,83.57,1,216.02,75.08,60
14-07-2024,17.1,26.16,4.42,11.26,14.77,65.84,19.25,0.66,11.17,2.66,2.6,11.86,26.25,88.32,0.98,220.23,92.67,37
15-07-2024,18.99,45.3,5.33,14.15,18.91,51.1,20.89,1.08,17.46,4.69,6.85,27.88,26.77,88.11,1.01,206.4,93.52,46
16-07-2024,29.5,54.75,4.88,16.09,14.65,26.76,13.63,1.2,16.22,4.58,6.83,29.02,26.64,89.95,0.98,193.84,34.37,56
17-07-2024,20.92,37.98,2.55,16.37,10.6,25.79,12.17,0.87,16.62,2.92,4.1,19.93,25.91,93.14,0.95,221.36,40.97,68
18-07-2024,9.73,25.41,2.56,13.73,9.22,25.61,9.34,0.92,17.12,3.29,4.38,21.25,26.57,89.71,0.96,238,91.54,38
19-07-2024,12.32,27.75,2.83,12.12,8.6,21.3,8.06,0.78,12.94,2.86,4.3,18.25,26.73,89.13,0.97,230.21,86.99,44
20-07-2024,7.12,15.59,2.6,10.34,7.49,22.28,8.81,0.69,11.29,1.42,2.13,10.09,24.4,97.17,1.18,209.82,14.86,34
21-07-2024,8.11,14.34,1.78,8.98,6.12,18.99,8.4,0.65,11.4,1.61,2.12,8.04,25,95.42,1.04,223.56,54.91,26
22-07-2024,7.51,16.53,3.75,10.64,8.55,19.41,5.37,0.74,11.38,2.45,3.85,15.89,24.72,94.65,1.03,219.17,48.3,32
23-07-2024,7.39,18.33,3.64,10.18,8.24,16.96,7.03,0.67,11.95,2.14,3.23,13.85,24.69,90.7,1.05,212.16,33.86,42
24-07-2024,7.7,14.31,4.17,11.25,9.22,18.24,7.95,0.8,8.44,1.83,3.39,13.96,23.6,94.93,1.01,212.97,2.13,35
25-07-2024,7.72,21.69,4.94,11.85,10.15,12.62,10.28,0.86,8.65,2.21,4.14,15.15,24.62,90.6,0.99,206.12,24.24,34
26-07-2024,9.52,29.83,3.71,11.09,8.77,19.3,8.8,0.9,8.58,2.32,3.83,15.09,24.5,91.07,0.98,211.94,10.74,46
27-07-2024,10.33,36.1,5.26,11.53,10.24,24.42,14.02,0.88,5.61,1.8,8.26,14.52,23.62,97.81,0.97,220.5,0.65,35
28-07-2024,9.32,27.58,4.67,10.9,9.43,23.54,10.19,0.8,8.13,1.39,2.43,9.55,23.18,98.96,1.02,221.37,1.75,27
29-07-2024,9.91,21.89,4.68,12.53,10.3,21.8,10.57,1.03,7.79,2.56,3.87,16.33,23.71,96.78,0.95,221.86,27.83,37
30-07-2024,11.81,28.95,3.93,12.72,9.79,18.8,11.01,1.02,8.64,3.17,4.32,19.27,26.84,86.65,0.93,229.03,115.74,36
31-07-2024,15.45,43.59,7.25,13.55,12.89,18.99,8.77,1.13,8.16,3.1,4.3,19.55,25.86,88.87,0.95,217.98,29.58,48
01-08-2024,19.21,35.95,6.59,14.38,12.79,16.67,9.48,1.08,6.94,3.01,4.78,21.67,24.89,92.8,0.96,214.75,18.29,49
02-08-2024,16.15,24.42,6.98,12.57,12.17,18.54,12.82,1.1,5.15,2.59,4.23,17.64,23.53,97.24,0.94,216.15,2.05,42
03-08-2024,10.62,20.34,7.06,10.66,11.23,17.12,9.03,1.01,5.71,1.94,3.35,15.09,24,93.7,0.97,218.14,4.23,37
04-08-2024,11.37,18.78,6.67,9.57,10.34,17.07,8.52,0.96,10.57,1.42,1.91,8.53,24.09,95.37,1,218.21,13.22,28
05-08-2024,10.93,24.73,5.17,11.62,10.22,16.29,11.37,1.04,11.82,2.4,3.07,14.85,26.21,87.58,0.93,212.14,86.34,38
06-08-2024,12.22,33.9,5.98,12.67,11.41,14.21,9.04,1.09,11.3,2.25,3.3,15.66,26.64,84.47,0.95,213.37,85.02,48
07-08-2024,12.22,32.55,8.33,13.41,13.69,15.42,14.91,1.24,8.65,2.77,4.54,19.92,24.88,91.23,0.91,216.59,18.33,49
08-08-2024,13.84,30.22,8.22,14.01,13.91,13,19.74,1.23,10.24,2.83,3.9,19.6,24.43,89.62,0.94,214.46,16.52,48
09-08-2024,21.4,44.69,4.76,14.52,11.4,14.37,19.37,1.21,9.18,10.66,4.18,19.58,25.21,86.9,0.9,221.8,48.39,49
10-08-2024,18.93,40.5,6.85,12.09,11.83,22.37,18.14,1.16,6.42,6.96,2.4,10.75,24.64,86.74,0.97,210.04,38.31,48
11-08-2024,12.14,32.85,5.28,10.59,9.76,33.69,7.84,1.05,6.42,1.62,3.35,6.94,25.82,84.74,0.96,214.2,74.45,41
12-08-2024,11.95,39.17,4.37,12.58,10.08,31.16,11.13,1.3,7.18,2.54,1.84,8.59,26.83,81.73,0.93,219.35,70.69,43
13-08-2024,13.73,45.04,4.2,14.6,11,13.6,8.33,0.85,8.04,2.27,2.29,8.61,28.01,79.45,0.93,215.41,128,52
14-08-2024,14.73,43.44,8.91,13.97,14.44,16.54,8.5,0.97,9.07,3.69,3.68,13.46,26.92,83.84,1,183.82,65.31,43
15-08-2024,18.15,32.38,5.05,16.52,12.69,15.91,17.96,0.77,8,2.52,1.24,6.35,24.97,93.85,0.91,207.23,62.31,47
16-08-2024,19.73,37.29,4.76,16.84,12.5,18.14,8.47,0.75,4.51,2.64,1.65,8.31,25.04,93.09,0.9,208.12,51.5,47
17-08-2024,22.01,41.46,6.82,14.27,12.92,23.43,10.79,0.79,1.48,3.71,3.26,12.22,25.87,90.71,0.87,217.61,14.26,51
18-08-2024,18.77,57.57,6.19,16.74,13.71,13.94,14.24,0.84,5.09,3.55,2.91,11.78,27.6,82.48,0.99,186.25,71.46,58
19-08-2024,17.65,46.6,5.08,17.9,13.43,20.45,8.94,0.57,11.33,1.93,1.34,6.77,26.67,78.05,0.98,214.06,68.07,58
20-08-2024,12.75,31.31,3.25,14.98,10.43,24.31,6.81,0.51,20.2,1.59,1.29,5.53,27.6,78.37,0.92,224.67,124.74,42
21-08-2024,12.59,52.2,2.08,14.18,9.07,22.96,10.08,0.5,19.93,1.43,0.98,4.76,29.15,76.54,0.94,214.75,134.46,52
22-08-2024,22.24,65.18,4.21,16.51,12,19.22,4.81,0.56,20.27,1.57,0.96,5.06,27.78,79.52,1.02,198.69,67.27,66
23-08-2024,11.57,30.67,4.15,13.1,10.17,18.23,2.47,0.49,16.97,1.19,0.98,4.46,26.19,81.87,0.98,210.06,76.53,46
24-08-2024,12.26,24.43,6.45,10.83,10.8,19.97,6.62,0.55,13.3,1.18,0.81,3.98,24.32,88.74,0.98,219.83,22.76,34
25-08-2024,8.35,20.55,3.04,7.66,6.44,24.4,5.61,0.45,8.76,0.87,0.83,3.19,23.46,90.88,1,219.02,13.21,28
26-08-2024,12.83,34.48,5.22,12.27,10.59,21.99,10.97,0.63,7.98,1.61,1.49,5.84,25.38,83.7,0.94,221.38,59.36,39
27-08-2024,14.13,39.03,2.39,12.62,8.51,14.74,11.43,0.62,11.32,1.71,1.51,5.63,27.17,75.86,0.91,217.09,121,50
28-08-2024,16.3,47.79,4.49,12.91,10.34,14.71,11.47,0.74,6.72,2.94,1.11,5.29,27.89,73.66,0.94,215.45,128.4,50
29-08-2024,25.7,56.87,6.65,15.5,13.43,15.2,20.86,0.85,5.97,3.6,2.79,9.98,25.89,83.63,0.93,220.4,27.11,49
30-08-2024,26.07,42.64,6.03,18.15,14.32,17.82,17.93,0.67,1.17,3.82,2.12,9,24.78,90.97,0.96,224.58,42.47,52
31-08-2024,25.33,59.43,5.71,18.29,14.13,18.43,9.5,0.74,14.3,3.01,2.47,10.43,27.42,80.66,1.05,210.41,94.42,41
01-09-2024,23.46,64.08,7.08,14.95,13.48,17.2,11.77,0.84,18.62,3.22,2.6,10.55,28.12,79.44,1.38,131.92,170.77,60
02-09-2024,17.9,46.01,5.98,11.26,10.68,16.53,12.58,0.64,16.39,2.12,1.44,7.49,25.7,89.34,1.43,104.31,74.92,59
